,Net profit before tax/Paid-in capital,ROA(C) before interest and depreciation before interest,Liability to Equity,Current Liabilities/Equity,Borrowing dependency,Current Liability to Equity,ROA(B) before interest and depreciation after tax,Persistent EPS in the Last Four Seasons,Inventory and accounts receivable/Net value,ROA(A) before interest and % after tax,Clusters
0,0.137757333534424,0.370594257300249,0.29020189277926,0.339077006789355,0.390284354359258,0.339077006789355,0.40574977247176,0.16914058806845,0.398035698256887,0.424389446140427,1
1,0.168961616770983,0.464290937454297,0.283845979801729,0.329740147869877,0.376760019951553,0.329740147869877,0.516730017666899,0.2089439349532,0.397724882539793,0.53821412996075,1
2,0.148035593092527,0.426071271876371,0.290188532942043,0.334776851319847,0.379092920106557,0.334776851319847,0.472295090743616,0.180580504869056,0.406580451031118,0.499018752725687,1
3,0.147560515798205,0.399844001364988,0.281721192981814,0.33150897867186,0.379742687599394,0.33150897867186,0.457733283366347,0.193722227474709,0.397924501254651,0.451264718709115,1
4,0.167460975793681,0.465022181055916,0.278513789880418,0.33072631939891,0.375025442703033,0.33072631939891,0.522297767546443,0.212536636097192,0.400078775707608,0.538432184910597,1
5,0.137825201719327,0.388680349046946,0.285087100359518,0.335534372009755,0.38144818747302,0.335534372009755,0.419133786605279,0.174435095017491,0.400419065328909,0.415176624509376,1
6,0.127939069451776,0.390922829425243,0.292504124196417,0.337392013222506,0.384998982291879,0.337392013222506,0.436158252583115,0.161482461945731,0.400574473187455,0.445704317488007,1
7,0.179518889978131,0.508360551845171,0.278607305606177,0.329803725937385,0.374219104729994,0.329803725937385,0.559077038385353,0.22520563486811,0.400882609458712,0.570922372437854,1
8,0.172158962370862,0.48851947545459,0.276422514083071,0.328092755880752,0.370253398138601,0.328092755880752,0.5432839017078,0.218398411647915,0.397462296847766,0.545137374618404,1
9,0.175657944348088,0.495685662750451,0.279387518743906,0.330409487644987,0.374508760118367,0.330409487644987,0.542962685368596,0.217831143046232,0.40636341591832,0.550915830789359,1
10,0.177611039891411,0.482474528347877,0.278356431683457,0.327484654084158,0.374179962109944,0.327484654084158,0.538197976337063,0.218965680249598,0.395661709245294,0.56754252071522,1
11,0.171525525978433,0.444401111490274,0.277892081792766,0.328042000740244,0.373113046123427,0.328042000740244,0.498956046897585,0.204689420440579,0.397227845337027,0.549716528565198,1
12,0.173290098785914,0.491151952420416,0.281113383864046,0.331114214993752,0.377306898271686,0.331114214993752,0.543390973820868,0.219343859317387,0.400952275050474,0.551569995638901,1
13,0.167860643993666,0.474040852142544,0.278517752959524,0.329035251137398,0.373151070382904,0.329035251137398,0.523689705016329,0.212914815164981,0.399927387017817,0.533307893589185,1
14,0.177920217178192,0.506703066348169,0.27766768513616,0.327227478764221,0.373692356900173,0.327227478764221,0.569837785748702,0.226434716838423,0.39771014558769,0.57582860880942,1
15,0.179828067264912,0.513820504070589,0.278123542773057,0.328300316444762,0.373544733304554,0.328300316444762,0.558755822046148,0.223787463363903,0.399362023946207,0.57108591365024,1
16,0.175167785234899,0.48890947204212,0.276517862314948,0.327470954255664,0.372267565530338,0.327470954255664,0.540285882541892,0.220194762219911,0.394604667862593,0.560237679895334,1
17,0.188288967649499,0.535952810412909,0.277189778453972,0.327786671384638,0.372724975004641,0.327786671384638,0.580919749451255,0.233052850524723,0.39900967681864,0.590438290449193,3
18,0.175062212502828,0.504070589382343,0.280838654876666,0.330593494077527,0.378709322430063,0.330593494077527,0.55864874993308,0.220005672686017,0.400684330466773,0.559801569995639,1
19,0.173531407887791,0.487398235265441,0.277138798973532,0.328140542219584,0.371230845279288,0.328140542219584,0.533647411531667,0.217452963978444,0.398864986743442,0.543720017444396,3
20,0.175205489782068,0.485253254034027,0.277987940183913,0.326672008418766,0.36963718146295,0.326672008418766,0.534664596605814,0.219343859317387,0.394904765796338,0.545573484518099,1
21,0.18066510821205,0.504558085116755,0.278208025459001,0.328924458893678,0.371209596428404,0.328924458893678,0.553027463997002,0.225394724402004,0.401752089632822,0.564489751417357,1
22,0.176494985295227,0.512016769853264,0.28127420443142,0.33023501800171,0.377012769441021,0.33023501800171,0.569034744900691,0.22322019476222,0.39919857775015,0.563672045355429,1
23,0.172860266948194,0.49485692000195,0.287134337024927,0.337398695626466,0.38727596441824,0.337398695626466,0.540446490711494,0.218965680249598,0.398950729010226,0.548135630178805,1
24,0.177309403514064,0.509969287768732,0.287405943036028,0.337432936145491,0.388057698458675,0.337432936145491,0.552599175544729,0.22189656802496,0.410508518628177,0.561382468382032,1
25,0.159678757258125,0.444986106371569,0.281294868361888,0.328518642443675,0.377159274676067,0.328518642443675,0.495529739279405,0.203554883237213,0.396915689897016,0.503652420409943,1
26,0.17869693084986,0.519280456296007,0.27778065156698,0.328713957177203,0.37216691307878,0.328713957177203,0.568606456448418,0.224260187198639,0.396646405590396,0.563617531617968,1
27,0.184986049317548,0.547408960171598,0.275704458052421,0.327333227352661,0.369875392264971,0.327333227352661,0.592483537662616,0.228420156944313,0.398816756718375,0.593054949847362,3
28,0.177490385340472,0.500853117535222,0.277664420394596,0.328054100588709,0.371971199978527,0.328054100588709,0.550564805396434,0.2205729412877,0.400709785202224,0.563944614042739,3
29,0.138624538119297,0.41612635889436,0.293599485101659,0.34619823102173,0.392590413860514,0.34619823102173,0.463782857754698,0.177838706627588,0.407168589392342,0.470235499345835,1
30,0.164565266571148,0.462194705796324,0.297038120702888,0.342348547915856,0.396528161437585,0.342348547915856,0.514427967235933,0.202514890800794,0.40318023426395,0.536033580462276,1
31,0.168991780408717,0.476088334227076,0.290364861431961,0.338921755786056,0.38402489023291,0.338921755786056,0.529685743348145,0.211023919826038,0.400518204824878,0.544483209768862,1
32,0.178206771736671,0.505874323599668,0.279110823236052,0.330020694282541,0.375580149547176,0.330020694282541,0.55982654317683,0.225394724402004,0.400401648930968,0.570704317488007,1
33,0.172091094185959,0.486374494223176,0.276555323824668,0.32828850844728,0.370535225002964,0.32828850844728,0.540500026768028,0.218209322114021,0.397339042339263,0.544755778456171,1
34,0.172656662393485,0.494369424267538,0.279572351510817,0.331087957780501,0.375313979730833,0.331087957780501,0.548583971304674,0.218682045948757,0.406485330703904,0.550915830789359,1
35,0.176698589849936,0.475162092331692,0.279473637867886,0.327391339331141,0.376271296381209,0.327391339331141,0.52502810642968,0.213576628533611,0.395511660278421,0.564544265154819,1
36,0.163471834703265,0.462925949397943,0.280673194902107,0.329514477258723,0.377688259227034,0.329514477258723,0.517104770062637,0.209794837855725,0.398065172161094,0.516354121238552,1
37,0.170778975944499,0.478915809486667,0.281334802107135,0.329685391249061,0.37700829599873,0.329685391249061,0.529310990952406,0.214994800037818,0.401378306938559,0.541321412996075,1
38,0.169662921348315,0.481060790718081,0.277940275905438,0.327619186930016,0.37206178718493,0.327619186930016,0.530863536591895,0.215372979105606,0.400006430670009,0.539467945922372,1
39,0.170311439559611,0.486228245502852,0.277247090635208,0.327333169034145,0.373058246455356,0.327333169034145,0.544140478612345,0.212253001796351,0.39710860999728,0.548026602703881,1
40,0.182128044642184,0.507824306537318,0.279235950325587,0.32891815615763,0.374405870945663,0.32891815615763,0.549226403983083,0.221612933724118,0.399182501075128,0.571631051024858,3
41,0.175680567076389,0.489153219909326,0.276802951199344,0.327895450888576,0.37273615861037,0.327895450888576,0.541517211842176,0.220667486054647,0.394576533681304,0.562690798081116,1
42,0.180265440012065,0.511188027104763,0.27753151182204,0.328464925276516,0.373331126435136,0.328464925276516,0.559077038385353,0.225489269168951,0.398792641705842,0.566888355865678,3
43,0.182022471910112,0.523034173450982,0.280568752204964,0.3313666273415,0.377794503481456,0.3313666273415,0.576422720702393,0.228325612177366,0.400791508300253,0.575883122546882,1
44,0.176525148932961,0.508848047579584,0.277737513870731,0.328860865184663,0.371372877072043,0.328860865184663,0.552920391883934,0.222842015694431,0.39928833918569,0.553423462712604,3
45,0.175929417087701,0.488958221615561,0.277884763341779,0.326604641989515,0.36963718146295,0.326604641989515,0.53894748112854,0.2205729412877,0.394959694435997,0.549007849978195,1
46,0.181652967347862,0.502120606444694,0.278154235737719,0.328875992726653,0.370670546632281,0.328875992726653,0.545853632421436,0.222842015694431,0.401792281320377,0.563508504143044,1
47,0.180122162732826,0.523082923024424,0.280887572960498,0.330416347192852,0.375735601666805,0.330416347192852,0.572353980405803,0.225772903469793,0.39947590039428,0.563344962930659,1
48,0.17436844883493,0.493345683225272,0.288724026813852,0.338820377218321,0.388924427902649,0.338820377218321,0.539804058033085,0.219532948851281,0.40018461381817,0.550534234627126,1
49,0.175152703416032,0.505630575732462,0.285723769578705,0.336572430326596,0.385539150448574,0.336572430326596,0.549172867926549,0.218492956414862,0.40864094487978,0.559747056258177,1
50,0.165794434808838,0.46955589138595,0.281981864383029,0.32958470774727,0.37809981591785,0.32958470774727,0.522511911772579,0.212442091330245,0.396796454557268,0.527202354993458,1
51,0.17941331724606,0.52371666747916,0.277759438570488,0.329028913516832,0.372056195382066,0.329028913516832,0.568178167996145,0.22388200813085,0.39627530234197,0.561546009594418,3
52,0.177550712615941,0.521912933261834,0.276193025495972,0.327938302723523,0.371134666270021,0.327938302723523,0.568178167996145,0.221612933724118,0.398689483041117,0.56487134757959,3
53,0.177354648970666,0.503193097060401,0.277868818728457,0.328758198764507,0.371953306209362,0.328758198764507,0.550671877509503,0.22189656802496,0.400264997193281,0.559692542520715,1
54,0.157016816228037,0.453029785989373,0.290903713986462,0.334301302406241,0.392383517154533,0.334301302406241,0.505594517907811,0.200151271627115,0.398625176341029,0.516572176188399,1
55,0.167310157605007,0.472090869204894,0.300005450754857,0.351680524690527,0.40512499916123,0.351680524690527,0.517051234006103,0.206013047177839,0.410988139433003,0.53881378107283,1
56,0.0724530578387754,0.066933164334812,0.182790358888349,0.241052683507238,0.26203523730493,0.241052683507238,0.0548209218908935,0.0842393873499102,0.351418699584552,0.0571849105974705,1
57,0.140351406379609,0.406668941646761,0.29422214206968,0.346707013494987,0.391787430969194,0.346707013494987,0.453450398843621,0.175002363619174,0.409057598707435,0.467291757522896,1
58,0.169836362265289,0.482230780480671,0.289105073092302,0.335577644897603,0.382244460200902,0.335577644897603,0.536431286471438,0.215656613406448,0.400278394422466,0.544319668556476,1
59,0.174609757936807,0.48851947545459,0.280854626942298,0.331966207011872,0.377871670360984,0.331966207011872,0.540339418598426,0.220951120355488,0.40318023426395,0.550152638464893,1
60,0.169987180453963,0.476478330814605,0.27586936929824,0.327359399333021,0.36963718146295,0.327359399333021,0.527811981369452,0.215089344804765,0.397343061508019,0.533416921064108,1
61,0.163690521076842,0.48812947886706,0.279460740183118,0.329603615051001,0.374532245690398,0.329603615051001,0.547459714117458,0.218871135482651,0.404064451390163,0.518916266899259,1
62,0.172664203302918,0.469165894798421,0.279072534129483,0.32736916151503,0.375580149547176,0.32736916151503,0.516141121045024,0.210551195991302,0.395779604862122,0.547863061491496,1
63,0.171140939597315,0.482279530054112,0.281781264328445,0.330234043988824,0.379104103712286,0.330234043988824,0.54012527437229,0.216980240143708,0.398505941001282,0.552932839075447,1
64,0.166706884850313,0.464193438307415,0.282399204062549,0.331243871492739,0.378454336219449,0.331243871492739,0.515070399914342,0.210645740758249,0.400644138779218,0.526766245093764,1
65,0.170786516853933,0.475893335933311,0.278199351521315,0.327980191091691,0.372762999264119,0.327980191091691,0.528775630387066,0.215751158173395,0.399439727875481,0.540558220671609,1
66,0.164278712012669,0.47350460683469,0.277494639270497,0.328600051361057,0.373364677252322,0.328600051361057,0.527972589539055,0.208849390186253,0.398053114654827,0.514500654164849,1
67,0.176841867129176,0.503534344074489,0.2788988239391,0.328133693363178,0.374562441425865,0.328133693363178,0.551474918357514,0.22255838139359,0.40000509094709,0.553968600087222,1
68,0.172151421461428,0.478330814605372,0.276667423136837,0.327249475423093,0.372542682231264,0.327249475423093,0.53027463997002,0.218114777347074,0.394754716829465,0.54590056694287,1
69,0.175944498906568,0.496368156778628,0.280730773419021,0.329065961448186,0.377393012035797,0.329065961448186,0.545532416082231,0.220100217452964,0.399780017496781,0.549062363715656,1
70,0.18999321318151,0.544825232779213,0.278315149342696,0.329284183439555,0.374286206364366,0.329284183439555,0.589217838214037,0.234943745863666,0.400076096261771,0.588148713475796,1
71,0.180966744589397,0.520060449471067,0.277331077724634,0.328400912872535,0.370275765350058,0.328400912872535,0.563092242625408,0.225772903469793,0.398954748178982,0.569723070213694,3
72,0.175529748887716,0.488811972895237,0.278094432829833,0.326798390383963,0.36963718146295,0.326798390383963,0.53776968788479,0.219816583152123,0.394861894662946,0.546391190580026,1
73,0.189088304049468,0.532394091551699,0.277881626814601,0.32863908852552,0.370900928910292,0.32863908852552,0.57428127844103,0.236078283067032,0.401600700943031,0.580680331443524,1
74,0.181275921876178,0.525032905962073,0.279907719064691,0.330847575261852,0.374071481134375,0.330847575261852,0.576369184645859,0.227569254041789,0.398735033620347,0.566397732228522,1
75,0.173772716989669,0.489543216496856,0.287817190789556,0.334904894845937,0.388757792177291,0.334904894845937,0.535895925906098,0.21858750118181,0.402283959631469,0.547263410379416,1
76,0.1802956036498,0.512553015161117,0.285324658192798,0.336857754383942,0.384182579073684,0.336857754383942,0.558862894159216,0.226907440673159,0.40794160951632,0.564816833842128,1
77,0.170447175929417,0.481938283040023,0.282224197006827,0.329825319486272,0.37816244410993,0.329825319486272,0.536110070132234,0.216885695376761,0.396773679267654,0.546990841692106,1
78,0.18722569941935,0.540145273728855,0.277653928202713,0.329217071683435,0.371386297398917,0.329217071683435,0.582579367203812,0.232485581923041,0.396509753852708,0.582315743567379,3
79,0.177437598974436,0.523034173450982,0.275822084253146,0.32709601583669,0.370811460064462,0.32709601583669,0.570159002087906,0.223598373830008,0.397991487400576,0.563126907980811,1
80,0.178998567227208,0.50592307317311,0.276912875450044,0.327438380764389,0.37083382727592,0.327438380764389,0.552010278922855,0.223692918596956,0.398740392512021,0.563453990405582,3
81,0.155697157077144,0.43274996343782,0.285787623815183,0.33820532213787,0.381058997993661,0.33820532213787,0.482092189089352,0.19835492105512,0.408595394300551,0.492749672917575,1
82,0.154596184299827,0.48062204455711,0.288330598664379,0.332030986576467,0.380509882952382,0.332030986576467,0.53461106054928,0.216507516308972,0.401102324017347,0.487080244221544,1
83,0.171020285046377,0.480085799249257,0.280642355582446,0.331547281331493,0.377735230371094,0.331547281331493,0.53461106054928,0.218965680249598,0.402951141644885,0.541593981683384,1
84,0.169904230450192,0.47467459659728,0.276091000480248,0.327487865268632,0.36963718146295,0.327487865268632,0.527811981369452,0.215467523872554,0.398120100800752,0.534779764500654,3
85,0.165138375688108,0.464485935748062,0.28131861980086,0.333206849519341,0.377844829707236,0.333206849519341,0.520477541624284,0.211118464592985,0.407934910901727,0.524204099433057,1
86,0.175092376140563,0.489348218203091,0.279990834941759,0.327578066917581,0.376993757311282,0.327578066917581,0.539911130146153,0.220856575588541,0.395920275768566,0.552060619276058,1
87,0.169791116808687,0.477697070150636,0.282531595174618,0.332669400184759,0.38057139278389,0.332669400184759,0.532309010118315,0.215845702940342,0.399106136868773,0.541703009158308,1
88,0.169851444084157,0.463169697265149,0.282683496691096,0.329736739717078,0.379165613543794,0.329736739717078,0.515016863857808,0.211402098893826,0.4001578193598,0.537232882686437,1
89,0.167815398537064,0.468580899917126,0.278863834162286,0.328515447611318,0.373423950362684,0.328515447611318,0.522244231489909,0.214427531436135,0.399533508479776,0.529164849542085,1
90,0.16458788929945,0.47667332910837,0.277774510569407,0.329476221014879,0.373503353963358,0.329476221014879,0.531452433213769,0.209983927389619,0.400034564851297,0.512047535979067,1
91,0.184435562928889,0.521620435821187,0.278388125351253,0.328343707431238,0.373316587747689,0.328343707431238,0.566893302639328,0.228892880779049,0.400279734145384,0.575937636284344,1
92,0.176917276223513,0.50514307999805,0.276445219576498,0.327208302615523,0.372025999646598,0.327208302615523,0.561432624872852,0.22917651507989,0.394969072496426,0.563126907980811,1
93,0.172701907850087,0.488616974601472,0.279649715464464,0.329138171342421,0.375376607922914,0.329138171342421,0.542213180577119,0.218871135482651,0.400997825629703,0.54295682511993,1
94,0.181532312796923,0.512991761322088,0.278746133487831,0.328794627649097,0.374602702406488,0.328794627649097,0.56416296375609,0.227096530207053,0.399923367849061,0.565961622328827,1
95,0.18525752205716,0.529859113732755,0.277826353716291,0.32885511750813,0.370924414482322,0.32885511750813,0.579956100433642,0.232485581923041,0.398634554401459,0.586022677714784,3
96,0.170597994118091,0.474187100862867,0.276063060828104,0.326559672494753,0.36963718146295,0.326559672494753,0.524064457412067,0.214994800037818,0.394620744537615,0.532817269952028,1
97,0.182799185581781,0.496806902939599,0.277751544646088,0.328505017544219,0.371438860345842,0.328505017544219,0.543551581990471,0.224165642431691,0.403651816731264,0.570704317488007,1
98,0.186675213030692,0.52688538975284,0.279356028716559,0.330542188415721,0.373075021863949,0.330542188415721,0.571818619840463,0.229554694147679,0.399455804550503,0.571522023549935,1
99,0.175130080687731,0.484278262565203,0.287649105485397,0.333791447339035,0.388174007958254,0.333791447339035,0.535574709566893,0.223692918596956,0.400617344320848,0.548190143916267,1
100,0.182980167408189,0.513820504070589,0.282669123049559,0.334685310065036,0.379728148911947,0.334685310065036,0.55864874993308,0.228609246478207,0.406457196522615,0.565416484954208,1
101,0.172422894201041,0.48340077024326,0.282494381714466,0.329145028354698,0.378279871970082,0.329145028354698,0.537609079715188,0.219343859317387,0.396614252240352,0.549607501090275,1
102,0.185928662996757,0.538439038658412,0.276872200360181,0.328242813273795,0.370081170610379,0.328242813273795,0.582579367203812,0.231351044719675,0.396336929596221,0.583296990841692,3
103,0.174707789759445,0.502705601325988,0.277782923118255,0.327318066678454,0.374115097196717,0.327318066678454,0.553348680336206,0.220100217452964,0.398496562940853,0.555276929786306,1
104,0.176600558027298,0.49602690976454,0.277301777308281,0.32778203941512,0.371381823956626,0.32778203941512,0.544889983403823,0.221802023258013,0.399694275229997,0.555494984736153,1
105,0.180544453661112,0.50436308682299,0.286906259510328,0.336450891406476,0.381969343499977,0.336450891406476,0.555329514427967,0.225111090101163,0.408220271883369,0.562254688181422,1
106,0.169361284970968,0.470677131575099,0.287759580832441,0.331001321353508,0.386262729739221,0.331001321353508,0.523850313185931,0.214616620970029,0.396919709065771,0.536905800261666,1
107,0.189638790438127,0.496124408911422,0.280308600003565,0.327941280181728,0.377516031698812,0.327941280181728,0.559933615289898,0.237590999338187,0.39557596697851,0.582806367204535,1
108,0.194329236105874,0.522741676010335,0.280094111216673,0.328739161564398,0.376746599624678,0.328739161564398,0.589271374270571,0.252434527748889,0.397507847426995,0.591419537723506,1
109,0.166948193952191,0.446302344854483,0.277858400395256,0.327754623793621,0.373530194617107,0.327754623793621,0.49954494351946,0.208093032050676,0.394520265318727,0.531508940252944,1
110,0.155342734333761,0.438746160971092,0.28140718601614,0.331429083266123,0.374650791911122,0.331429083266123,0.497510573371165,0.201096719296587,0.399502694852651,0.504524640209333,1
111,0.173101576050072,0.503241846633842,0.279018662672935,0.329657032041728,0.373875768034123,0.329657032041728,0.559505326837625,0.220383851753805,0.402163384568803,0.54917139119058,1
112,0.16598295754468,0.454199775751962,0.275458386346075,0.326793130888803,0.36963718146295,0.326793130888803,0.508913753412924,0.211496643660773,0.395119121463299,0.522732228521587,1
113,0.170024885001131,0.479354555647638,0.27608559361205,0.326994129247012,0.36963718146295,0.326994129247012,0.532951442796724,0.216129337241184,0.397172916697369,0.534834278238116,1
114,0.184797526581706,0.550723931165602,0.276612255244823,0.328039534299851,0.371724042291923,0.328039534299851,0.586594571443867,0.230594686584098,0.395935012720669,0.582479284779765,1
115,0.172815021491592,0.50119436454931,0.276514084034655,0.327607492985528,0.36963718146295,0.327607492985528,0.545157663686493,0.217074784910655,0.398049095486072,0.541375926733537,1
116,0.178131362642335,0.485594501048116,0.280859574713446,0.328302558421047,0.376518454067813,0.328302558421047,0.541677820011778,0.215940247707289,0.39688487626989,0.570377235063236,1
117,0.171073071412412,0.479452054794521,0.278752406370238,0.327969247551944,0.375334110221145,0.327969247551944,0.535253493227689,0.216696605842867,0.395846591008048,0.551951591801134,1
118,0.173124198778373,0.484229512991761,0.278398168723343,0.329803110225644,0.373501117242212,0.329803110225644,0.535574709566893,0.217831143046232,0.398192445838352,0.546609245529874,1
119,0.143669406530428,0.384926631891971,0.280573065391947,0.33302661090544,0.37654082127927,0.33302661090544,0.429573317629423,0.18143140777158,0.397975410725554,0.410488443087658,1
120,0.167589171254053,0.479354555647638,0.28193158207617,0.331187172321083,0.37801034707202,0.331187172321083,0.531452433213769,0.20828212158457,0.399546905708961,0.532272132577409,1
121,0.159716461805294,0.450397309023546,0.279035542271831,0.328358814179795,0.372957594003798,0.328358814179795,0.506986455377697,0.204878509974473,0.398019621581864,0.504034016572176,1
122,0.173780257899103,0.517184224638034,0.277119882322031,0.32815109803245,0.371992448829412,0.32815109803245,0.571176187162054,0.218776590715704,0.398618477726437,0.551788050588748,1
123,0.176329085287686,0.492663189197094,0.277805106601162,0.329904905509941,0.369740070635654,0.329904905509941,0.542427324803255,0.221045665122435,0.397332343724671,0.550534234627126,1
124,0.188884699494759,0.500073124360162,0.277623011413442,0.326502726830063,0.373319942829408,0.326502726830063,0.547459714117458,0.221802023258013,0.394900746627582,0.607882686436982,1
125,0.186124726642033,0.50475308341052,0.280654464180314,0.329161568138255,0.377817989053487,0.329161568138255,0.576101504363189,0.247234565566796,0.397493110474892,0.581879633667684,1
126,0.188666013121182,0.527616633354458,0.279588036057985,0.330476325250787,0.376352936703028,0.330476325250787,0.589164302157503,0.241278245249125,0.397594929416698,0.594526820758831,1
127,0.182655908302541,0.532979086432994,0.277375630970668,0.328371694884277,0.372370454703042,0.328371694884277,0.585791530595856,0.229081970312943,0.399321832258652,0.588475795900567,1
128,0.185528994796773,0.524204163213572,0.281134302847695,0.332189388265443,0.377182760248097,0.332189388265443,0.573745917875689,0.23116195518578,0.404597661111729,0.579317488006978,1
129,0.180687730940351,0.506508068054405,0.277537510598001,0.328303345850213,0.370743240069517,0.328303345850213,0.555008298088763,0.226623806372317,0.403012768899136,0.563835586567815,1
130,0.193167936053088,0.530736606054697,0.278785971702216,0.33016121414341,0.372542682231264,0.33016121414341,0.581133893677392,0.237780088872081,0.406352698134972,0.597252507631923,3
131,0.166940653042757,0.470287134987569,0.278565210112277,0.3306333940847,0.37367558149158,0.3306333940847,0.52331495262059,0.212442091330245,0.400425763943501,0.527802006105539,1
132,0.164406907473041,0.470140886267245,0.282784084418721,0.331822601575018,0.377511558256521,0.331822601575018,0.522030087263772,0.207809397749835,0.400696387973039,0.520388137810728,1
133,0.195105949777543,0.516306732316092,0.279317453473732,0.327884285807915,0.37594809017565,0.327884285807915,0.573638845762621,0.243830953956698,0.395671087305723,0.586458787614479,1
134,0.189601085890958,0.50831180227173,0.280055246689599,0.327710392025662,0.376643710451974,0.327710392025662,0.56325285079501,0.237023730736504,0.397412727099781,0.57108591365024,3
135,0.171736671442576,0.477209574416224,0.277615793598877,0.327342675711285,0.372925161547185,0.327342675711285,0.528079661652123,0.217074784910655,0.395145915921669,0.544864805931095,1
136,0.169006862227585,0.468142153756155,0.281693674300349,0.328544085450663,0.375120503351727,0.328544085450663,0.520959366133091,0.212063912262456,0.399308435029467,0.534561709550807,1
137,0.17918708996305,0.508555550138936,0.281101243806136,0.329410268385692,0.377072042551383,0.329410268385692,0.564858932491033,0.226718351139264,0.400626722381277,0.563726559092891,1
138,0.177950380815926,0.488665724174913,0.276586594716322,0.327939262499973,0.371028422015599,0.327939262499973,0.537180791262916,0.221045665122435,0.395226299296779,0.55805713039686,3
139,0.16672196666918,0.46955589138595,0.278684010095969,0.32824634210926,0.372737276970943,0.32824634210926,0.522511911772579,0.211307554126879,0.399947482861595,0.524912778020061,1
140,0.176140562551844,0.500121873933603,0.277774965976168,0.329478816423011,0.373312114305397,0.329478816423011,0.542106108464051,0.21991112791907,0.396870139317786,0.554404709986917,1
141,0.194472513385114,0.567055038268415,0.276796149316031,0.328093659123287,0.36963718146295,0.328093659123287,0.602869532630226,0.241845513850808,0.398236656694662,0.595835150457915,1
142,0.156172234371465,0.463364695558914,0.288862481718421,0.331338903993332,0.383786679430889,0.331338903993332,0.513303710048718,0.204783965207526,0.400246241072421,0.494494112516354,1
143,0.175484503431114,0.492858187490859,0.277206231268992,0.326615383352486,0.372456568467153,0.326615383352486,0.540660634937631,0.220289306986858,0.395370989371978,0.55124291321413,1
144,0.175318603423573,0.493248184078389,0.277581547957542,0.327858603793528,0.371752001306245,0.327858603793528,0.542695005085925,0.221612933724118,0.398492543772097,0.550370693414741,1
145,0.169067189503054,0.479890800955492,0.278496538666802,0.330065696982196,0.373610716578353,0.330065696982196,0.533861555757803,0.214994800037818,0.396828607907313,0.535433929350196,1
